ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,Amount,CREATEDDATE,Category,Close_Date,DAYSSINCELASTACTIVITY,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,LastProcessedDate,OWNERID,Opportunity_Age,Opportunity_GoldenId,Opportunity_Name,Opportunity_Owner,PROBABILITY,STAGESORTORDER,Stage_Name
Preferred,0015f00000FJXpUAAX,Retired,Mrs. Jay Hettinger,403800,2022-06-02 00:00:00,Residential,2022-09-30 00:00:00,548,Commit,0065f0000089iFEAAY,TRUE,TRUE,Marketing Event,2022-09-05 00:00:00,0055f0000074jxgAAA,246,006Dm000003RqgcIAC,Mrs. Jay Hettinger - Mortgage - 403800,Chelsea Advisor,0.89,4,4. Underwriting
Preferred,0015f00000FJXpdAAH,Mass Market,Adena Stroman PhD,113600,2022-06-12 00:00:00,Home Equity,2022-09-30 00:00:00,408,Omitted,0065f000002PL7pAAG,TRUE,FALSE,Marketing Event,2022-09-05 00:00:00,0055f0000074jxlAAA,206,006Dm000003RqgcIAC,Adena Stroman PhD - Loan - 10200,Brenda Banker,,6,6. Closed Lost
Regular,0015f00000FJXpiAAH,Affluent Professionals,Shiloh Hirthe I,183300,2022-06-03 00:00:00,Residential,2022-10-01 00:00:00,875,Omitted,0065f0000089iNGAAY,TRUE,FALSE,Marketing Event,2022-09-05 00:00:00,0055f0000074jxdAAA,289,006Dm000003RqgcIAC,Shiloh Hirthe I - Mortgage - 183300,Brenda Banker,,6,6. Closed Lost
Preferred,0015f00000FJXpVAAX,Millennials,Theresa Bahringer IV,148100,2022-06-13 00:00:00,Home Equity,2022-10-11 00:00:00,555,Closed,0065f0000089iH7AAI,TRUE,TRUE,Marketing Event,2022-09-05 00:00:00,0055f0000074jxeAAA,335,006Dm000003RqgcIAC,Theresa Bahringer IV - Loan - 24700,Chelsea Advisor,0.6,2,2. Qualification
Regular,0015f00000FJXpVAAX,Mass Market,Mr. Donnell Pouros,131800,2022-02-13 00:00:00,Home Equity,2022-10-12 00:00:00,720,Omitted,0065f0000089iF2AAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxlAAA,202,006Dm000003RqgcIAC,Mr. Donnell Pouros - Loan - 20100,Brenda Banker,,6,6. Closed Lost
Preferred,0015f00000FJYKdAAP,Millennials,Mrs. Marylou Zemlak,243500,2022-02-17 00:00:00,Residential,2022-10-12 00:00:00,661,Omitted,0065f0000089iEbAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,273,006Dm000003RqgcIAC,Mrs. Marylou Zemlak - Mortgage - 243500,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXphAAH,Millennials,Joleen Beahan,35600,2022-02-12 00:00:00,Home Equity,2022-06-02 00:00:00,220,Commit,0065f0000089iG3AAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,230,006Dm000003RqgcIAC,Joleen Beahan - Loan - 8100,Allen Advisor,0.64,2,2. Qualification
Preferred,0015f00000FJXovAAH,High Net Worth Families,Aaron Dietrich,346200,2022-02-15 00:00:00,Residential,2022-06-05 00:00:00,906,Closed,0065f0000089iNYAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,230,006Dm000003RqgcIAC,Aaron Dietrich - Mortgage - 346200,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpXAAX,Retired,Josef Swaniawski,425300,2022-02-07 00:00:00,Residential,2022-06-07 00:00:00,628,Commit,0065f0000089iNIAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxjAAA,298,006Dm000003RqgcIAC,Josef Swaniawski - Mortgage - 425300,Allen Advisor,0.94,4,4. Underwriting
Preferred,0015f00000FJXovAAH,High Net Worth Families,Mr. Jame Turner,388900,2022-03-03 00:00:00,Residential,2022-06-11 00:00:00,341,Omitted,0065f0000089iNSAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxjAAA,236,006Dm000003RqgcIAC,Mr. Jame Turner - Mortgage - 388900,Chelsea Advisor,,6,6. Closed Lost
Regular,0015f00000FJXogAAH,High Net Worth Families,Dion Schmidt,349800,2022-03-17 00:00:00,Residential,2022-06-15 00:00:00,238,Best Case,0065f0000089iGWAAY,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,246,006Dm000003RqgcIAC,Dion Schmidt - Mortgage - 349800,Allen Advisor,0.66,2,2. Qualification
Preferred,0015f00000FJXogAAH,Affluent Professionals,Precious Lesch,243100,2022-03-08 00:00:00,Residential,2022-06-16 00:00:00,747,Best Case,0065f0000089iJnAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,272,006Dm000003RqgcIAC,Precious Lesch - Mortgage - 243100,Allen Advisor,0.5,1,1. Doc Prep
Regular,0015f00000FJXozAAH,Retired,Leon Daniel,321200,2022-03-04 00:00:00,Residential,2022-06-22 00:00:00,764,Omitted,0065f0000089iDtAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxTAAQ,346,006Dm000003RqgcIAC,Leon Daniel - Mortgage - 321200,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJYKTAA5,High Net Worth Families,Miss Hollis Collier,108400,2022-02-23 00:00:00,Home Equity,2022-06-23 00:00:00,547,Commit,0065f0000089iEWAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,237,006Dm000003RqgcIAC,Miss Hollis Collier - Loan - 8500,Brenda Banker,0.81,4,4. Underwriting
Preferred,0015f00000FJXp0AAH,Retired,Vasiliki Smith,185100,2022-03-15 00:00:00,Residential,2022-06-23 00:00:00,681,Omitted,0065f0000089iFRAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxlAAA,236,006Dm000003RqgcIAC,Vasiliki Smith - Mortgage - 185100,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXogAAH,Affluent Professionals,Keith Stroman,488400,2022-03-18 00:00:00,Residential,2022-07-06 00:00:00,380,Omitted,0065f0000089iGWAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,209,006Dm000003RqgcIAC,Keith Stroman - Mortgage - 488400,Allen Advisor,0.64,2,3. Credit Review
Regular,0015f00000FJXpXAAX,High Net Worth Families,Gustavo McClure,206200,2022-03-10 00:00:00,Residential,2022-07-08 00:00:00,791,Omitted,0065f0000089iNIAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,236,006Dm000003RqgcIAC,Gustavo McClure - Mortgage - 206200,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpeAAH,Affluent Professionals,Nona Vandervort,495300,2022-03-25 00:00:00,Residential,2022-07-13 00:00:00,699,Omitted,0065f0000089iHuAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxjAAA,293,006Dm000003RqgcIAC,Nona Vandervort - Mortgage - 495300,Mark Garet,,6,6. Closed Lost
Preferred,0015f00000FJYJtAAP,Millennials,Johnathan Feeney,344400,2022-04-15 00:00:00,Residential,2022-07-24 00:00:00,804,Omitted,0065f0000089iIVAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,201,006Dm000003RqgcIAC,Johnathan Feeney - Mortgage - 344400,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpGAAX,Mass Market,Giovanna Carter,132400,2022-04-18 00:00:00,Home Equity,2022-07-27 00:00:00,626,Omitted,0065f0000089iFjAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,228,006Dm000003RqgcIAC,Giovanna Carter - Loan - 10300,Mark Garet,,6,6. Closed Lost
Regular,0015f00000FJXozAAH,Retired,Jonah Jacobson,185100,2022-03-30 00:00:00,Residential,2022-07-28 00:00:00,236,Best Case,0065f0000089iEaAAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxTAAQ,237,006Dm000003RqgcIAC,Jonah Jacobson - Mortgage - 185100,Mark Garet,0.87,4,4. Underwriting
Regular,0015f00000FJXpZAAX,Retired,Laverne Pacocha,300800,2022-04-12 00:00:00,Residential,2022-07-31 00:00:00,869,Commit,0065f0000089iJ5AAI,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxjAAA,201,006Dm000003RqgcIAC,Laverne Pacocha - Mortgage - 300800,Chelsea Advisor,0.82,4,4. Underwriting
Regular,0015f00000FJXpdAAH,Retired,Angelic Pouros,65800,2022-05-04 00:00:00,Home Equity,2022-08-12 00:00:00,826,Closed,0065f0000089iFhAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxlAAA,340,006Dm000003RqgcIAC,Angelic Pouros - Loan - 10900,Mark Garet,1,5,5. Closed Won
Regular,0015f00000FJXphAAH,Affluent Professionals,Ms. Gwenn Bergstrom,132600,2022-04-19 00:00:00,Home Equity,2022-08-17 00:00:00,887,Omitted,0065f0000089iG3AAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxXAAQ,291,006Dm000003RqgcIAC,Ms. Gwenn Bergstrom - Loan - 9200,Brenda Banker,,6,6. Closed Lost
Preferred,0015f00000FJXp0AAH,Retired,Miss Peter Watsica,173300,2022-04-20 00:00:00,Residential,2022-08-18 00:00:00,273,Commit,0065f0000089iI6AAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,274,006Dm000003RqgcIAC,Miss Peter Watsica - Mortgage - 173300,Allen Advisor,0.94,4,4. Underwriting
Regular,0015f00000FJXpaAAH,Millennials,Jeromy Ernser,456700,2022-04-21 00:00:00,Residential,2022-08-19 00:00:00,777,Closed,0065f0000089iGRAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxdAAA,380,006Dm000003RqgcIAC,Jeromy Ernser - Mortgage - 456700,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXogAAH,Affluent Professionals,Felecia Hermiston Jr.,26900,2022-05-03 00:00:00,Home Equity,2022-08-21 00:00:00,847,Best Case,0065f0000089iI5AAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,255,006Dm000003RqgcIAC,Felecia Hermiston Jr. - Loan - 19600,Allen Advisor,0.63,1,3. Credit Review
Regular,0015f00000FJYKPAA5,Retired,Olen Klocko,126800,2022-04-24 00:00:00,Home Equity,2022-08-22 00:00:00,862,Best Case,0065f0000089iDZAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,256,006Dm000003RqgcIAC,Olen Klocko - Loan - 18300,Allen Advisor,0.48,1,1. Doc Prep
Preferred,0015f00000FJYJtAAP,Affluent Professionals,Mr. German Shields,170100,2022-04-24 00:00:00,Residential,2022-08-22 00:00:00,265,Omitted,0065f0000089iIVAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f000005glsHAAQ,318,006Dm000003RqgcIAC,Mr. German Shields - Mortgage - 170100,Chelsea Advisor,0.68,2,3. Credit Review
Regular,0015f00000FJYKPAA5,Millennials,Floretta Jaskolski,237100,2022-05-10 00:00:00,Residential,2022-08-28 00:00:00,904,Best Case,0065f0000089iFWAAY,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,232,006Dm000003RqgcIAC,Floretta Jaskolski - Mortgage - 237100,Allen Advisor,0.57,1,1. Doc Prep
Regular,0015f00000FJXovAAH,High Net Worth Families,Alex Bradtke,268100,2022-05-01 00:00:00,Residential,2022-08-29 00:00:00,419,Closed,0065f0000089iNYAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxgAAA,376,006Dm000003RqgcIAC,Alex Bradtke - Mortgage - 268100,Brenda Banker,0.65,2,3. Credit Review
Regular,0015f00000FJXpNAAX,Mass Market,Bo Schumm,209700,2022-05-12 00:00:00,Residential,2022-08-30 00:00:00,323,Omitted,0065f0000089iFbAAI,TRUE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxYAAQ,249,006Dm000003RqgcIAC,Bo Schumm - Mortgage - 209700,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJYKVAA5,Mass Market,Devon Kreiger,71700,2022-06-03 00:00:00,Home Equity,2022-09-11 00:00:00,822,Closed,0065f0000089iIFAAY,TRUE,TRUE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,314,006Dm000003RqgcIAC,Devon Kreiger - Loan - 15800,Brenda Banker,1,5,5. Closed Won
Preferred,0015f00000FJXpSAAX,Millennials,Mr. Maxine Simonis,376600,2022-05-30 00:00:00,Residential,2022-09-27 00:00:00,220,Best Case,0065f0000089iEIAAY,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,228,006Dm000003RqgcIAC,Mr. Maxine Simonis - Mortgage - 376600,Brenda Banker,0.68,2,2. Qualification
Preferred,0015f00000FJYKTAA5,Retired,Linda Howell,450300,2022-05-31 00:00:00,Residential,2022-09-28 00:00:00,260,Commit,0065f0000089iEWAAY,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxZAAQ,291,006Dm000003RqgcIAC,Linda Howell - Mortgage - 450300,Chelsea Advisor,0.71,4,3. Credit Review
Regular,0015f00000FJXpNAAX,High Net Worth Families,Millicent Jakubowski,78000,2022-06-09 00:00:00,Home Equity,2022-10-07 00:00:00,222,Commit,0065f0000089iFbAAI,FALSE,FALSE,Partner,2022-09-05 00:00:00,0055f0000074jxcAAA,235,006Dm000003RqgcIAC,Millicent Jakubowski - Loan - 14600,Chelsea Advisor,0.81,3,3. Credit Review
Regular,0015f00000FJXorAAH,Affluent Professionals,Esta Windler,340700,2022-03-09 00:00:00,Residential,2022-07-07 00:00:00,368,Commit,0065f0000089iCsAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxVAAQ,220,006Dm000003RqgcIAC,Esta Windler - Mortgage - 340700,Chelsea Advisor,0.75,4,4. Underwriting
Preferred,0015f00000FJXpJAAX,Retired,Julissa Schiller,99000,2022-02-10 00:00:00,Home Equity,2022-10-11 00:00:00,355,Closed,0065f0000089iDgAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,280,006Dm000003RqgcIAC,Julissa Schiller - Loan - 19700,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXqHAAX,High Net Worth Families,Mr. Nicholas Davis,315600,2022-02-01 00:00:00,Residential,2022-10-12 00:00:00,815,Omitted,0065f0000089iHbAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,296,006Dm000003RqgcIAC,Mr. Nicholas Davis - Mortgage - 315600,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJYKVAA5,Millennials,Mr. Tiny Leuschke,177700,2022-02-01 00:00:00,Residential,2022-10-12 00:00:00,298,Omitted,0065f0000089iGeAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,264,006Dm000003RqgcIAC,Mr. Tiny Leuschke - Mortgage - 177700,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXqzAAH,Mass Market,Wilbert Langworth I,241900,2022-02-02 00:00:00,Residential,2022-10-12 00:00:00,611,Closed,0065f0000089iH2AAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,274,006Dm000003RqgcIAC,Wilbert Langworth I - Mortgage - 241900,Brenda Banker,1,5,5. Closed Won
Regular,0015f00000FJYKTAA5,Millennials,Lesley Gerlach,181900,2022-02-03 00:00:00,Residential,2022-10-12 00:00:00,522,Commit,0065f0000089iFLAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxmAAA,248,006Dm000003RqgcIAC,Lesley Gerlach - Mortgage - 181900,Allen Advisor,0.72,4,4. Underwriting
Preferred,0015f00000FJXqaAAH,Millennials,Mr. Gordon Corkery,201400,2022-02-16 00:00:00,Residential,2022-10-12 00:00:00,492,Closed,0065f0000089iH4AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,362,006Dm000003RqgcIAC,Mr. Gordon Corkery - Mortgage - 201400,Mark Garet,1,5,5. Closed Won
Regular,0015f00000FJXotAAH,Retired,Ms. Napoleon Kozey,146900,2022-02-06 00:00:00,Home Equity,2022-10-12 00:00:00,771,Omitted,0065f0000089iIxAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,321,006Dm000003RqgcIAC,Ms. Napoleon Kozey - Loan - 11600,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXowAAH,Retired,Jarrod Padberg,110000,2022-02-17 00:00:00,Home Equity,2022-10-12 00:00:00,842,Omitted,0065f0000089iH9AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,278,006Dm000003RqgcIAC,Jarrod Padberg - Loan - 21200,Chelsea Advisor,0.65,2,3. Credit Review
Preferred,0015f00000FJYKWAA5,Mass Market,Dean Stoltenberg,57300,2022-02-17 00:00:00,Home Equity,2022-10-12 00:00:00,361,Omitted,0065f0000089iFrAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,302,006Dm000003RqgcIAC,Dean Stoltenberg - Loan - 12900,Mark Garet,,6,6. Closed Lost
Preferred,0015f00000FJXoqAAH,Retired,Emery Grimes,348000,2022-02-20 00:00:00,Residential,2022-10-12 00:00:00,787,Closed,0065f0000089iD2AAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxUAAQ,326,006Dm000003RqgcIAC,Emery Grimes - Mortgage - 348000,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJYKWAA5,Mass Market,Mrs. Salina Cronin,214600,2022-02-01 00:00:00,Residential,2022-06-01 00:00:00,378,Closed,0065f0000089iFrAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxdAAA,317,006Dm000003RqgcIAC,Mrs. Salina Cronin - Mortgage - 214600,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXozAAH,Mass Market,Janis Beahan,334100,2022-02-23 00:00:00,Residential,2022-06-03 00:00:00,401,Commit,0065f0000089iIDAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxTAAQ,292,006Dm000003RqgcIAC,Janis Beahan - Mortgage - 334100,Brenda Banker,0.76,4,4. Underwriting
Preferred,0015f00000FJXqdAAH,High Net Worth Families,Chet Hackett,54100,2022-02-23 00:00:00,Home Equity,2022-06-03 00:00:00,219,Commit,0065f000002PL8eAAG,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jziAAA,219,006Dm000003RqgcIAC,Chet Hackett - Loan - 11100,Allen Advisor,0.61,2,2. Qualification
Regular,0015f00000FJXomAAH,High Net Worth Families,Leandro Schmitt,382100,2022-02-04 00:00:00,Residential,2022-06-04 00:00:00,297,Closed,0065f0000089iJTAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f000005glsHAAQ,206,006Dm000003RqgcIAC,Leandro Schmitt - Mortgage - 382100,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXrFAAX,Mass Market,Joaquin Kerluke I,395400,2022-02-25 00:00:00,Residential,2022-06-05 00:00:00,573,Best Case,0065f000002PL8hAAG,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jyJAAQ,333,006Dm000003RqgcIAC,Joaquin Kerluke I - Mortgage - 395400,Allen Advisor,0.52,1,1. Doc Prep
Regular,0015f00000FJXqkAAH,Millennials,Conrad Auer,35300,2022-02-25 00:00:00,Home Equity,2022-06-05 00:00:00,682,Best Case,0065f0000089iHkAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,284,006Dm000003RqgcIAC,Conrad Auer - Loan - 8800,Allen Advisor,0.42,1,1. Doc Prep
Preferred,0015f00000FJXpJAAX,Mass Market,Lance Jerde,25900,2022-02-25 00:00:00,Home Equity,2022-06-05 00:00:00,386,Closed,0065f0000089iFoAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,343,006Dm000003RqgcIAC,Lance Jerde - Loan - 15400,Allen Advisor,0.67,2,3. Credit Review
Regular,0015f00000FJXr9AAH,Retired,Dr. Fran Murazik,306000,2022-02-16 00:00:00,Residential,2022-06-06 00:00:00,620,Closed,0065f0000089iGyAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,362,006Dm000003RqgcIAC,Dr. Fran Murazik - Mortgage - 306000,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXqcAAH,Millennials,Mitzi Terry,178500,2022-02-17 00:00:00,Residential,2022-06-07 00:00:00,822,Omitted,0065f0000089iDsAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxZAAQ,274,006Dm000003RqgcIAC,Mitzi Terry - Mortgage - 178500,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpMAAX,Affluent Professionals,Gil Lemke,123300,2022-02-09 00:00:00,Home Equity,2022-06-09 00:00:00,458,Best Case,0065f0000089iFTAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,270,006Dm000003RqgcIAC,Gil Lemke - Loan - 18100,Allen Advisor,0.58,1,1. Doc Prep
Preferred,0015f00000FJXowAAH,Mass Market,Sumiko Brakus,454600,2022-02-10 00:00:00,Residential,2022-06-10 00:00:00,253,Best Case,0065f0000089iNPAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,282,006Dm000003RqgcIAC,Sumiko Brakus - Mortgage - 454600,Brenda Banker,0.72,4,3. Credit Review
Preferred,0015f00000FJXpXAAX,Millennials,Willis Schaden Sr.,479300,2022-02-13 00:00:00,Residential,2022-06-13 00:00:00,288,Best Case,0065f0000089iGXAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxYAAQ,219,006Dm000003RqgcIAC,Willis Schaden Sr. - Mortgage - 479300,Chelsea Advisor,0.46,1,3. Credit Review
Regular,0015f00000FJYKWAA5,Affluent Professionals,Elna Mante Jr.,352000,2022-02-13 00:00:00,Residential,2022-06-13 00:00:00,649,Closed,0065f000002PL8HAAW,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxmAAA,302,006Dm000003RqgcIAC,Elna Mante Jr. - Mortgage - 352000,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXr1AAH,High Net Worth Families,Boyce Mann,97100,2022-02-26 00:00:00,Home Equity,2022-06-16 00:00:00,935,Best Case,0065f0000089iJcAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,311,006Dm000003RqgcIAC,Boyce Mann - Loan - 10200,Allen Advisor,0.58,1,1. Doc Prep
Regular,0015f00000FJXqlAAH,Affluent Professionals,Lamar Bruen,249500,2022-03-18 00:00:00,Residential,2022-06-16 00:00:00,259,Pipeline,0065f0000089iJfAAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,314,006Dm000003RqgcIAC,Lamar Bruen - Mortgage - 249500,Allen Advisor,0.91,4,3. Credit Review
Regular,0015f00000FJXqcAAH,Mass Market,Len Ankunding,323700,2022-03-11 00:00:00,Residential,2022-06-19 00:00:00,523,Omitted,0065f0000089iDsAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,253,006Dm000003RqgcIAC,Len Ankunding - Mortgage - 323700,Brenda Banker,,6,6. Closed Lost
Preferred,0015f00000FJXpiAAH,Affluent Professionals,Marvel Spinka,170400,2022-02-19 00:00:00,Residential,2022-06-19 00:00:00,309,Best Case,0065f0000089iNOAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074k3tAAA,325,006Dm000003RqgcIAC,Marvel Spinka - Mortgage - 170400,Brenda Banker,0.88,4,3. Credit Review
Preferred,0015f00000FJXpJAAX,Retired,King Prosacco,299000,2022-02-20 00:00:00,Residential,2022-06-20 00:00:00,367,Best Case,0065f0000089iDQAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,232,006Dm000003RqgcIAC,King Prosacco - Mortgage - 299000,Chelsea Advisor,0.6,1,1. Doc Prep
Regular,0015f00000FJXqsAAH,Millennials,Pedro Monahan,327600,2022-03-13 00:00:00,Residential,2022-06-21 00:00:00,539,Best Case,0065f000002PL8NAAW,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jziAAA,257,006Dm000003RqgcIAC,Pedro Monahan - Mortgage - 327600,Brenda Banker,0.4,1,1. Doc Prep
Preferred,0015f00000FJXoxAAH,Affluent Professionals,Juan Hansen,457000,2022-03-23 00:00:00,Residential,2022-06-21 00:00:00,472,Omitted,0065f0000089iIvAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxdAAA,320,006Dm000003RqgcIAC,Juan Hansen - Mortgage - 457000,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpVAAX,Millennials,Idalia Marks,234100,2022-03-05 00:00:00,Residential,2022-06-23 00:00:00,276,Omitted,0065f000002PL8lAAG,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jzcAAA,274,006Dm000003RqgcIAC,Idalia Marks - Mortgage - 234100,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXqxAAH,Mass Market,Austin Zulauf,69600,2022-03-16 00:00:00,Home Equity,2022-06-24 00:00:00,419,Omitted,0065f0000089iHaAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,290,006Dm000003RqgcIAC,Austin Zulauf - Loan - 24500,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXr4AAH,Millennials,Raymond Olson,460400,2022-03-17 00:00:00,Residential,2022-06-25 00:00:00,247,Omitted,0065f0000089iH3AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,201,006Dm000003RqgcIAC,Raymond Olson - Mortgage - 460400,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXrDAAX,Retired,Ilse Shanahan,392900,2022-03-19 00:00:00,Residential,2022-06-27 00:00:00,298,Closed,0065f0000089iGwAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,262,006Dm000003RqgcIAC,Ilse Shanahan - Mortgage - 392900,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXpSAAX,Affluent Professionals,Lavern O'Kon IV,264100,2022-03-09 00:00:00,Residential,2022-06-27 00:00:00,220,Commit,0065f0000089iDUAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,224,006Dm000003RqgcIAC,Lavern O'Kon IV - Mortgage - 264100,Allen Advisor,0.61,2,2. Qualification
Regular,0015f00000FJXogAAH,Affluent Professionals,Olivia Sipes,110800,2022-02-28 00:00:00,Home Equity,2022-06-28 00:00:00,222,Best Case,0065f0000089iJoAAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxYAAQ,276,006Dm000003RqgcIAC,Olivia Sipes - Loan - 20500,Chelsea Advisor,0.56,1,1. Doc Prep
Preferred,0015f00000FJXr5AAH,Affluent Professionals,Arlinda Legros,242000,2022-03-21 00:00:00,Residential,2022-06-29 00:00:00,877,Closed,0065f0000089iGqAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,232,006Dm000003RqgcIAC,Arlinda Legros - Mortgage - 242000,Chelsea Advisor,1,5,5. Closed Won
