ConvertedOppAmount,CreatedDate,IsConverted,LastProcessedDate,LeadActivities,LeadSource,Name,Owner,Owner_Name,Owner_SmallPhotoUrl,Rating,Status
50000,2022-11-10,TRUE,2023-11-29,14,Other,Pennie Cookley,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-11-03,FALSE,2023-11-29,9,Advertisement,Dylan Steutly,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
10800,2022-10-19,FALSE,2023-11-29,17,Employee Referral,Maison Clutten,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
13000,2022-10-26,TRUE,2023-11-29,13,Other,Kristine Drewery,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-11-03,FALSE,2023-11-29,23,Other,Gaby Sandbach,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
,2022-11-07,FALSE,2023-11-29,5,Purchased List,Chlo Gergus,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing - Contacted
83000,2022-11-04,FALSE,2023-11-29,6,Advertisement,Percival Dwyer,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
87000,2022-10-20,TRUE,2023-11-29,7,Other,Ranna Feragh,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working
,2022-11-07,FALSE,2023-11-29,10,Employee Referral,Nanice Wyrill,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-28,FALSE,2023-11-29,12,Trade Show,Bianka Farmery,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-25,FALSE,2023-11-29,14,Employee Referral,Chase Palmer,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,New
,2022-10-26,TRUE,2023-11-29,15,Purchased List,Lucien Skerratt,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Converted
48000,2022-10-17,FALSE,2023-11-29,17,Advertisement,Tonye Enefer,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-06,FALSE,2023-11-29,8,Other,Pat Coltart,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
30400,2022-11-02,FALSE,2023-11-29,12,Other,Jackman,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
30000,2022-10-21,TRUE,2023-11-29,13,Employee Referral,Field Miskin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
14500,2022-11-03,FALSE,2023-11-29,9,Advertisement,Jacobo Peers,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
,2022-11-06,FALSE,2023-11-29,12,Other,Livy Crowche,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-20,FALSE,2023-11-29,8,Other,Armstrong,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-18,TRUE,2023-11-29,25,Employee Referral,Jocelyn Badwick,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working  - Contacted
,2022-10-28,FALSE,2023-11-29,7,Other,Ferris Camidge,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing
,2022-11-10,FALSE,2023-11-29,7,Purchased List,Cordy Wildbore,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
15500,2022-10-24,FALSE,2023-11-29,14,Employee Referral,Frasquito Meller,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
16000,2022-10-30,TRUE,2023-11-29,25,Advertisement,Cruise,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-11-09,FALSE,2023-11-29,15,Other,Vivyan Sheaf,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
,2022-10-17,FALSE,2023-11-29,7,Employee Referral,Sibella Neeve,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
25000,2022-10-22,FALSE,2023-11-29,9,Trade Show,Kristy Rotherham,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Qualified
,2022-11-08,TRUE,2023-11-29,25,Advertisement,Jannel Huie,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
100000,2022-10-15,FALSE,2023-11-29,13,Other,LloydWright,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-10-31,FALSE,2023-11-29,15,Other,Daisey Purviss,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-25,FALSE,2023-11-29,12,Other,Denys Eburah,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-24,FALSE,2023-11-29,13,Purchased List,Griff Beccles,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
15500,2022-10-28,TRUE,2023-11-29,9,Employee Referral,Orland MacCrosson,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working
47000,2022-10-14,FALSE,2023-11-29,5,Employee Referral,Kidman,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,New
,2022-11-07,FALSE,2023-11-29,7,Advertisement,Donella Colvine,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
,2022-11-08,TRUE,2023-11-29,8,Other,Shannon Diviney,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-31,FALSE,2023-11-29,6,Other,Patin Morrid,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-10-17,FALSE,2023-11-29,12,Other,Chrystal Thalmann,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-31,FALSE,2023-11-29,16,Employee Referral,Lesli Mackison,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working  - Contacted
42000,2022-10-26,TRUE,2023-11-29,12,Advertisement,Cary Reijmers,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working
,2022-10-27,FALSE,2023-11-29,17,Trade Show,Blisse Shemilt,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
,2022-11-10,FALSE,2023-11-29,7,Purchased List,Ulrich Stinson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-09,FALSE,2023-11-29,6,Other,Pearl Ivanov,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-19,TRUE,2023-11-29,5,Other,Rosanna Bewick,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Qualified
78000,2022-10-26,FALSE,2023-11-29,6,Employee Referral,Winifred Yearnes,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
,2022-11-02,FALSE,2023-11-29,8,Advertisement,Legra Wiffler,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
,2022-11-06,FALSE,2023-11-29,12,Employee Referral,Janeczka Woollett,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
30000,2022-10-25,TRUE,2023-11-29,7,Other,Doroteya Iglesia,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Nurturing - Contacted
20000,2022-10-17,FALSE,2023-11-29,17,Other,Peyton MacDermand,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
129000,2022-10-31,FALSE,2023-11-29,13,Employee Referral,Corly Sawdon,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Qualified
34000,2022-10-30,FALSE,2023-11-29,13,Employee Referral,Berky Prickett,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,New
50000,2022-10-15,FALSE,2023-11-29,12,Purchased List,Lindbergh,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-21,TRUE,2023-11-29,13,Advertisement,Brooks Glassard,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-11-10,FALSE,2023-11-29,7,Other,Aldrich Ubsdell,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-11-06,FALSE,2023-11-29,10,Employee Referral,Anatola Apthorpe,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-15,TRUE,2023-11-29,12,Other,Rourke De Clairmont,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
,2022-11-03,FALSE,2023-11-29,7,Other,Vernon Chatband,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-11-04,FALSE,2023-11-29,15,Advertisement,Pincas Beauchop,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working
,2022-10-21,FALSE,2023-11-29,16,Other,Putin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-22,FALSE,2023-11-29,15,Employee Referral,Twyla Sheirlaw,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
14500,2022-10-30,TRUE,2023-11-29,11,Other,Jo ann Schimoni,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,New
80000,2022-11-01,FALSE,2023-11-29,7,Purchased List,Sherwood Kloser,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-19,FALSE,2023-11-29,5,Trade Show,Adam Richman (Sample),Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-10-25,TRUE,2023-11-29,,Other,Mimi Redolfi,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Converted
,2022-10-18,FALSE,2023-11-29,11,Employee Referral,Shena Bard,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
142000,2022-11-09,FALSE,2023-11-29,12,Employee Referral,Garvey Philipson,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
,2022-11-01,FALSE,2023-11-29,25,Advertisement,Halie Southerell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-25,FALSE,2023-11-29,5,Advertisement,Brynn Tillot,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-11-05,TRUE,2023-11-29,10,Other,Barthel Serot,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
14500,2022-11-05,FALSE,2023-11-29,8,Employee Referral,Kerby Riccard,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
,2022-10-30,FALSE,2023-11-29,15,Other,Stanton Dye,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
,2022-10-14,TRUE,2023-11-29,,Trade Show,Erroll Surpliss,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working  - Contacted
,2022-11-08,FALSE,2023-11-29,21,Other,Pansie Batrick,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-21,FALSE,2023-11-29,10,Purchased List,Danny Ford,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
14500,2022-10-14,FALSE,2023-11-29,9,Other,Lillis Wathell,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-26,FALSE,2023-11-29,7,Employee Referral,Harlie Carden,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working  - Contacted
,2022-11-07,TRUE,2023-11-29,22,Other,Gates,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Converted
,2022-11-03,FALSE,2023-11-29,6,Advertisement,Sosanna Franzel,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-10-14,FALSE,2023-11-29,14,Other,Brendon Philips,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
81000,2022-10-22,TRUE,2023-11-29,19,Employee Referral,Fern Glowach,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing
,2022-11-01,FALSE,2023-11-29,13,Employee Referral,Cornelius Arondel,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-10-29,FALSE,2023-11-29,20,Advertisement,Jervis Theze,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
50000,2022-11-08,FALSE,2023-11-29,,Other,Halie Meech,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working  - Contacted
,2022-10-23,TRUE,2023-11-29,21,Purchased List,Tanney Eyer,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Qualified
,2022-10-17,FALSE,2023-11-29,14,Employee Referral,Huntlee Vurley,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working
,2022-11-07,FALSE,2023-11-29,10,Advertisement,Desiree Domino,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-29,FALSE,2023-11-29,5,Other,Mason Decort,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Converted
,2022-11-09,TRUE,2023-11-29,8,Other,Virginie Bembrigg,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-29,FALSE,2023-11-29,13,Employee Referral,Jami Pallant,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-14,FALSE,2023-11-29,7,Advertisement,Meara MacGuffog,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
95000,2022-10-23,FALSE,2023-11-29,16,Other,Osbert Rabier,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-10-21,FALSE,2023-11-29,21,Purchased List,Rory Kahler,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-11-04,TRUE,2023-11-29,8,Other,Sherwood Toomer,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-10-17,FALSE,2023-11-29,6,Trade Show,Nicko Keilloh,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-10-30,FALSE,2023-11-29,,Other,Corrie Kivits,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,New
53000,2022-11-09,FALSE,2023-11-29,5,Employee Referral,Fredra Petracek,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Nurturing - Contacted
,2022-10-20,TRUE,2023-11-29,5,Advertisement,Shawnee Najara,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-27,FALSE,2023-11-29,7,Other,Laetitia Gorick,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
,2022-10-31,FALSE,2023-11-29,6,Employee Referral,Raviv English,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working
,2022-10-25,FALSE,2023-11-29,19,Other,Genna Lepard,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-28,TRUE,2023-11-29,11,Employee Referral,Langston Andriessen,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-11-08,FALSE,2023-11-29,23,Purchased List,Galina Johl,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-04,FALSE,2023-11-29,11,Other,Ermin Munford,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-28,TRUE,2023-11-29,9,Employee Referral,Hube Goble,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-25,FALSE,2023-11-29,14,Trade Show,Theda Gouny,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working  - Contacted
,2022-10-19,FALSE,2023-11-29,6,Advertisement,Dot Rutter,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-11-05,FALSE,2023-11-29,,Advertisement,Lothario Thomton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
11000,2022-10-15,FALSE,2023-11-29,21,Other,Aurlie Muxworthy,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
59800,2022-10-27,TRUE,2023-11-29,5,Other,Kassie Dade,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing - Contacted
27000,2022-11-01,FALSE,2023-11-29,24,Other,Abraham Johnson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
54600,2022-10-17,FALSE,2023-11-29,25,Employee Referral,Chuck Bratton,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-11-05,TRUE,2023-11-29,6,Employee Referral,Judye Ramirez,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
7200,2022-10-25,FALSE,2023-11-29,10,Purchased List,Domenic Trewman,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
78000,2022-10-31,FALSE,2023-11-29,5,Advertisement,Elmer Burbank,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
29000,2022-10-17,FALSE,2023-11-29,16,Employee Referral,Astaire,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-10-30,FALSE,2023-11-29,14,Other,Lock Neate,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-10-23,TRUE,2023-11-29,6,Other,Arin Oleszcuk,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-11-05,FALSE,2023-11-29,14,Advertisement,Neil Symonds,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-10-29,FALSE,2023-11-29,14,Other,Timmie Emmet,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-15,FALSE,2023-11-29,13,Employee Referral,Pierrette Van den Oord,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing - Contacted
,2022-11-08,TRUE,2023-11-29,6,Other,Neala Hawke,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-10-25,FALSE,2023-11-29,15,Employee Referral,Shannan Colleer,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-07,FALSE,2023-11-29,8,Trade Show,Ashley Hunting,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,New
,2022-10-27,TRUE,2023-11-29,17,Advertisement,Madison Dancey,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-02,FALSE,2023-11-29,20,Other,Washington,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-11-04,FALSE,2023-11-29,14,Purchased List,Buffett,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-10-31,FALSE,2023-11-29,,Employee Referral,Conroy Blondel,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,New
,2022-10-14,FALSE,2023-11-29,15,Other,Charissa Minchell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-15,TRUE,2023-11-29,8,Other,George Batters,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-23,FALSE,2023-11-29,22,Employee Referral,Newton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-28,FALSE,2023-11-29,,Advertisement,Crista Ganders,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-21,FALSE,2023-11-29,14,Purchased List,Brunhilda Britee,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-15,TRUE,2023-11-29,21,Employee Referral,Heath Overell,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Nurturing
,2022-11-05,FALSE,2023-11-29,14,Other,Giustino Beseke,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Qualified
31000,2022-10-30,FALSE,2023-11-29,6,Advertisement,Denny Benditt,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
11500,2022-10-25,TRUE,2023-11-29,20,Other,Galven Duggon,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-11-07,FALSE,2023-11-29,15,Other,Jacklin Guynemer,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-28,FALSE,2023-11-29,10,Trade Show,Jessie Northway,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
,2022-10-15,FALSE,2023-11-29,21,Employee Referral,Zechariah Torri,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-11-08,TRUE,2023-11-29,12,Other,Norina Bartoli,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
55000,2022-10-26,FALSE,2023-11-29,,Employee Referral,Sherri Westell,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Qualified
,2022-11-02,FALSE,2023-11-29,5,Advertisement,Daisi McVitie,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-11-04,FALSE,2023-11-29,14,Purchased List,Augusta Coffin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working
,2022-10-17,TRUE,2023-11-29,5,Other,Emilia Kenny,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-10-24,FALSE,2023-11-29,9,Other,Urson Giral,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
